,city,lat,lon,population
1367,Randsburg,35.368,-117.661,125
1368,Moskowite Corner,38.446,-122.194,121
1370,Johannesburg,35.372,-117.642,119
1369,Snelling,37.522,-120.439,119
1371,Benbow,40.06,-123.765,118
1372,Mount Laguna,32.871,-116.425,117
1373,McKittrick,35.298,-119.625,116
1374,Honcut,39.333,-121.539,116
1375,Hyampom,40.626,-123.469,115
1376,Bradley,35.863,-120.804,113
1377,Monmouth,36.566,-119.74,111
1378,Vernon,34.002,-118.211,110
1380,Furnace Creek,36.428,-116.875,108
1379,Spaulding,40.656,-120.786,108
1381,Paskenta,39.883,-122.546,102
1382,Long Barn,38.096,-120.128,102
1383,Alpine Village,38.786,-119.801,101
1384,Rodriguez Camp,35.809,-119.139,101
1385,Darwin,36.269,-117.589,100
1386,Big Lagoon,41.159,-124.13,100
1387,Comptche,39.265,-123.59,99
1388,Lee Vining,37.955,-119.122,98
1389,Mono City,38.041,-119.147,96
1390,Tuttle,37.296,-120.379,94
1392,Fish Camp,37.48,-119.637,93
1391,Crescent Mills,40.101,-120.922,93
1394,Stonyford,39.37,-122.544,92
1393,Carrick,41.447,-122.364,92
1395,Oakville,38.438,-122.407,91
1396,Round Mountain,40.8,-121.938,89
1397,Ocotillo,32.743,-116.002,89
1398,New Pine Creek,41.987,-120.301,88
1399,Rutherford,38.457,-122.423,88
1400,Sattley,39.626,-120.436,86
1401,Sierraville,39.575,-120.364,85
1402,Leggett,39.864,-123.725,83
1405,Sereno del Mar,38.384,-123.073,80
1403,Westside,36.404,-120.134,80
1404,Kirkwood,38.693,-120.064,80
1406,Paynes Creek,40.341,-121.917,78
1407,Alleghany,39.467,-120.841,78
1408,Keddie,40.006,-120.952,76
1409,Mount Hebron,41.786,-122.008,72
1410,Nicasio,38.06,-122.701,71
1411,Kingvale,39.32,-120.439,71
1412,Freeport,38.464,-121.502,70
1413,Phillipsville,40.212,-123.784,70
1414,Homewood Canyon,35.89,-117.386,69
1415,Sunny Slopes,37.569,-118.676,67
1416,Hornitos,37.503,-120.242,66
1417,Palo Verde,33.428,-114.727,65
1418,Coulterville,37.71,-120.199,60
1419,El Rancho,36.221,-119.069,59
1420,Clio,39.749,-120.572,59
1421,Lake City,41.646,-120.226,56
1422,Washington,39.359,-120.791,56
1423,Gazelle,41.514,-122.522,56
1426,Moss Landing,36.802,-121.787,54
1425,Mohawk Vista,39.805,-120.588,54
1424,Macdoel,41.826,-122.006,54
1427,Robinson Mill,39.486,-121.32,53
1428,Indian Falls,40.059,-120.98,53
1429,Lake Davis,39.856,-120.463,52
1430,Eagleville,41.319,-120.115,52
1431,Fellows,35.178,-119.547,51
1432,Whitehawk,39.721,-120.554,49
1433,Panorama Heights,35.807,-118.627,49
1434,McClenney Tract,35.822,-118.648,47
1435,California Hot Springs,35.886,-118.656,47
1436,Soda Springs,39.325,-120.378,46
1437,Lookout,41.21,-121.154,44
1438,Butte Meadows,40.087,-121.537,41
1439,Volcano,38.446,-120.631,40
1440,Trona,35.815,-117.345,40
1441,Pierpoint,36.14,-118.63,39
1442,Sequoia Crest,36.186,-118.626,38
1443,Edgewood,41.462,-122.426,37
1444,Nubieber,41.097,-121.182,35
1445,Valley Ford,38.325,-122.915,34
1446,Creston,35.517,-120.521,33
1447,Old Station,40.672,-121.423,31
1448,Jenner,38.451,-123.12,30
1449,Prattville,40.206,-121.158,28
1451,Tennant,41.582,-121.915,26
1452,Little Valley,40.893,-121.178,26
1450,Goodyears Bar,39.546,-120.888,26
1453,Mabie,39.777,-120.545,25
1454,Redcrest,40.399,-123.947,24
1455,Aspen Springs,37.55,-118.709,23
1456,Drytown,38.438,-120.856,21
1457,Spring Garden,39.901,-120.794,20
1458,Salmon Creek,38.346,-123.06,20
1460,Blairsden,39.775,-120.611,18
1459,Ponderosa,36.105,-118.529,18
1461,Cuyama,34.931,-119.615,17
1462,Shoshone,35.951,-116.306,17
1463,Graniteville,39.444,-120.736,13
1464,Buck Meadows,37.813,-120.065,10
1465,Keeler,36.485,-117.872,10
1466,Sugarloaf Village,35.827,-118.635,9
1467,Pearsonville,35.819,-117.876,7
1468,Cartago,36.312,-118.026,5
1469,Poso Park,35.811,-118.636,3
