city_name,PC1,PC2,lat,lon
Mi-Wuk Village,0.48344277205844866,0.36341368224321285,38.057,-120.179
Walker,0.38954943593150426,0.7425022518507343,38.534,-119.458
Mendocino,2.0430728342295144,-0.44645784159526314,39.311,-123.791
East Tulare Villa,-0.364725295371759,0.10368496216920003,36.204,-119.282
Summerland,-0.7955554228789432,-0.5285396799849762,34.426,-119.589
Happy Camp,2.6582832050939933,0.43246782206429857,41.81,-123.389
Occidental,1.4899608067686279,-0.43802685753229653,38.4,-122.935
Aguanga,-1.9831647851178755,0.07672134386803386,33.452,-116.856
Indio Hills,-2.066300975585952,0.39243813354773716,33.841,-116.248
Forest Ranch,1.5219610704410336,0.4238237677962764,39.895,-121.67
Greeley Hill,0.3773585315969181,0.29012985133330765,37.757,-120.129
Bootjack,0.21194298084348417,0.28215626642769,37.467,-119.889
Middletown,1.492524793409943,-0.2301323070977942,38.752,-122.622
Challenge-Brownsville,1.2599162857497186,0.42877431685520406,39.465,-121.263
Etna,2.391019913371047,0.48927257671142776,41.458,-122.895
Kenwood,1.36455538672847,-0.3036530339235667,38.415,-122.539
Hickman,0.5419742179261164,0.045396426458202216,37.623,-120.753
Loyalton,0.9893848350653925,0.8260592046420072,39.677,-120.245
Fort Jones,2.418149710056025,0.5518268157121651,41.608,-122.841
Mokelumne Hill,0.7307386800146676,0.2649932735252808,38.306,-120.706
Gasquet,2.859702840800926,0.25077867420822386,41.843,-123.973
Junction City,2.2272664970347344,0.2159657924726801,40.727,-123.062
Lakehead,2.05952049373655,0.4877452771663001,40.901,-122.392
Bodega Bay,1.4990281910167633,-0.4919362596232877,38.325,-123.031
New Cuyama,-0.6111225047120146,-0.4044595153930408,34.942,-119.681
San Simeon,0.06886748953367766,-0.6802734554817689,35.618,-121.138
Valley Acres,-0.6198648187411178,-0.23607961784336004,35.209,-119.411
Klamath,2.7775545256254355,0.1469820887286586,41.532,-124.006
Niland,-2.486693942542053,0.45289917061849283,33.239,-115.515
Cedarville,1.5197750485601227,1.40236999150902,41.528,-120.175
Catheys Valley,0.27021541685574724,0.20594702327828288,37.437,-120.094
Friant,0.010121909364235182,0.19579263657016985,36.985,-119.713
Independence,-0.5291178260379832,0.6405651877167661,36.827,-118.213
Cold Springs,0.9183349087104384,0.34106810974551827,38.747,-120.876
Shelter Cove,2.3476271794719996,-0.3157456669764027,40.039,-124.056
Allensworth,-0.4354560192606636,-0.03723863816018616,35.85,-119.389
Newell,2.0193026709051325,1.1192798419522074,41.89,-121.368
River Pines,0.8159631337893071,0.3226653832765525,38.545,-120.748
Concow,1.4362889482680663,0.43655287427819434,39.773,-121.52
San Ardo,0.11447093843075226,-0.48313211445617105,36.024,-120.907
Bridgeport,0.22575322203240605,0.7400840529456385,38.256,-119.212
Baker,-1.6947421122478528,0.8794544385075653,35.277,-116.072
Ballico,0.47478211690495864,0.010348726797643426,37.452,-120.704
Ballard,-0.5605163331331047,-0.6392169069132887,34.634,-120.116
Lockwood,0.14640306374868667,-0.5646894061868678,35.941,-121.08
